Inputs - A2:,Outputs - A1:,Outputs - A2:,Outputs - A3:,Outputs - A4:,Outputs - A5:,Outputs - A6:,Outputs - A7:,Outputs - A8:,Outputs - A9:,Outputs - A10:,Outputs - A11:,Outputs - A12:,Outputs - A13:,Outputs - A14:,Outputs - A15:,Outputs - A16:,Outputs - A17:,Outputs - A18:,Outputs - A19:,Outputs - A20:,Outputs - A21:,Outputs - A22:,Outputs - A23:,Outputs - A24:,Outputs - A25:,State
,kg/h,kJ/h,,kg/h,,kPa,kPa,kPa,kPa,C,C,C,C,,,,kJ/h,kJ/h,kJ/h,kJ/h,kJ/h,kg/h,kg/h,%,,
86000,471,86000,0.1,157,0.036348,180,180,170,170,40,35.031613,89.553509,25,0.021705,0.146744,0.831551,-11291.13287,86335.68388,62483.02419,18.721186,27.766195,8.270641,15.067768,59.607783,-0.123839,Case 1
92000,471,92000,0.1,157,0.033488,180,180,170,170,40,35.000102,89.428132,25,0.019499,0.147075,0.833426,-14104.56825,84851.88893,65595.00405,18.780725,27.844188,7.596021,15.771912,63.307442,-0.120816,Case 2
98000,471,98000,0.1,157,0.031506,180,180,170,170,40,35.003559,89.264529,25,0.017895,0.147316,0.83479,-18083.19459,83914.53997,67572.9477,18.819948,27.900528,7.130376,16.220442,65.879249,-0.111315,Case 3
104000,471,104000,0.1,157,0.030098,180,180,170,170,40,35.012766,89.06728,25,0.016745,0.147488,0.835767,-22763.77359,83456.77762,68763.58552,18.847968,27.93909,6.801187,16.574482,67.907663,-0.097583,Case 4
110000,471,110000,0.1,157,0.028805,180,180,170,170,40,35.007181,88.858616,25,0.015626,0.147656,0.836718,-27760.5943,82972.13699,69821.87695,18.875528,27.977749,6.498752,16.86136,69.730827,-0.083023,Case 5
116000,471,116000,0.1,157,0.027922,180,180,170,170,40,35.007285,88.642921,25,0.014822,0.147777,0.837402,-32933.97624,82625.87111,70602.62802,18.894946,28.005096,6.293103,17.064736,71.086422,-0.065462,Case 6
122000,471,122000,0.1,157,0.027305,180,180,170,170,40,35.003578,88.433744,25,0.014227,0.147866,0.837907,-38339.33541,82199.72769,71331.20772,18.907081,28.026848,6.14933,17.16763,71.93125,-0.045982,Case 7
128000,471,128000,0.1,157,0.026837,180,180,170,170,40,35.002358,88.302705,25,0.013791,0.147931,0.838278,-43802.02812,81989.20394,71870.84327,18.924359,28.041985,6.040626,17.248032,72.568277,-0.025416,Case 8
134000,471,134000,0.1,157,0.026336,180,180,170,170,40,35.002204,87.972547,25,0.013303,0.148005,0.838693,-49390.61456,81748.89969,72346.96027,18.9339,28.058986,5.924064,17.364279,73.414565,-0.005093,Case 9
140000,471,140000,0.1,157,0.025866,180,180,170,170,40,35.00268,87.750377,25,0.012832,0.148075,0.839093,-54695.00524,81515.71142,72853.15101,18.949733,28.075415,5.815052,17.512528,74.399146,0.015464,Case 10
146000,471,146000,0.1,157,0.025168,180,180,170,170,40,35.01044,87.510744,25,0.012058,0.148191,0.83975,-60648.98514,81074.06462,73613.96418,18.972335,28.103036,5.653074,17.641948,75.603301,0.034378,Case 11
152000,471,152000,0.1,157,0.025083,180,180,170,170,40,35.003464,87.320934,25,0.011983,0.148203,0.839815,-66140.43209,81075.85795,73651.85739,18.964909,28.105303,5.633484,17.700018,75.914745,0.057707,Case 12
158000,471,158000,0.1,157,0.024717,180,180,170,170,40,35.003566,87.096021,25,0.01164,0.148254,0.840106,-71715.68379,80947.00911,73975.00392,18.976343,28.116893,5.548702,17.787026,76.543448,0.079015,Case 13
164000,471,164000,0.1,157,0.024383,180,180,170,170,40,35.008037,86.874745,25,0.011253,0.148312,0.840435,-77646.17166,80731.28709,74350.95478,18.984623,28.130623,5.471246,17.901195,77.388736,0.10055,Case 14
170000,471,170000,0.1,157,0.024078,180,180,170,170,40,35.007309,86.654765,25,0.010968,0.148355,0.840677,-83265.35918,80745.32837,74503.73547,18.994265,28.139107,5.401288,17.964412,77.882231,0.122318,Case 15
176000,471,176000,0.1,157,0.023847,180,180,170,170,40,35.007383,86.441172,25,0.010681,0.148398,0.840921,-89026.98082,80497.46369,74878.20001,19.00123,28.150104,5.347451,18.021486,78.411945,0.144585,Case 16
182000,471,182000,0.1,157,0.02357,180,180,170,170,40,35.007192,86.225935,25,0.010405,0.148439,0.841156,-94673.29319,80510.6665,75008.2409,19.009639,28.158331,5.283823,18.06353,78.826633,0.166549,Case 17
188000,471,188000,0.1,157,0.023368,180,180,170,170,40,35.007079,86.013026,25,0.010147,0.148478,0.841375,-100505.0535,80266.11203,75369.40798,19.016922,28.16846,5.237021,18.10561,79.273831,0.189034,Case 18
194000,471,194000,0.1,157,0.023146,180,180,170,170,40,35.006924,85.80487,25,0.009917,0.148512,0.84157,-106320.59,80276.87241,75449.96689,19.020249,28.175293,5.185868,18.153647,79.688071,0.211384,Case 19
200000,471,200000,0.1,157,0.022954,180,180,170,170,40,35.006872,85.59686,25,0.009694,0.148546,0.84176,-112100.0778,80286.41928,75540.38569,19.02512,28.18195,5.141942,18.192588,80.078958,0.233959,Case 20
