Inputs - A2:,Outputs - A1:,Outputs - A2:,Outputs - A3:,Outputs - A4:,Outputs - A5:,Outputs - A6:,Outputs - A7:,Outputs - A8:,Outputs - A9:,Outputs - A10:,Outputs - A11:,Outputs - A12:,Outputs - A13:,Outputs - A14:,Outputs - A15:,Outputs - A16:,Outputs - A17:,Outputs - A18:,Outputs - A19:,Outputs - A20:,Outputs - A21:,Outputs - A22:,Outputs - A23:,Outputs - A24:,Outputs - A25:,State
,kg/h,kJ/h,,kg/h,,kPa,kPa,kPa,kPa,C,C,C,C,,,,kJ/h,kJ/h,kJ/h,kJ/h,kJ/h,kg/h,kg/h,%,,
80000,159,80000,0.1,53,0.009224,180,180,170,170,40,35.01431,84.529061,25,0.007431,0.148885,0.843684,-48596.94846,25368.12034,27485.46174,6.442335,9.545527,0.687886,7.19828,86.122969,0.096297,Case 1
86000,159,86000,0.1,53,0.008974,180,180,170,170,40,35.01064,83.963176,25,0.007154,0.148927,0.843919,-54341.02287,25317.17932,27571.8495,6.443588,9.549117,0.668929,7.204942,86.469338,0.119646,Case 2
92000,159,92000,0.1,53,0.008669,180,180,170,170,40,35.019914,83.379544,25,0.006693,0.148996,0.844311,-60337.93887,25227.68725,27723.74751,6.44777,9.55534,0.645749,7.225459,87.250628,0.142864,Case 3
98000,159,98000,0.1,53,0.008402,180,180,170,170,40,35.013207,82.769369,25,0.006328,0.149051,0.844621,-66208.73461,25162.58906,27920.96911,6.461174,9.560174,0.625531,7.259769,88.030187,0.166173,Case 4
104000,159,104000,0.1,53,0.008409,180,180,170,170,40,35.010232,82.253834,25,0.006381,0.149043,0.844576,-71938.35031,25174.15562,27872.06443,6.455301,9.559374,0.626078,7.232582,87.667453,0.190126,Case 5
110000,159,110000,0.1,53,0.008298,180,180,170,170,40,35.005063,81.738556,25,0.00619,0.149072,0.844739,-78009.67161,25141.84254,27928.95973,6.45584,9.561951,0.617697,7.27577,88.430871,0.213802,Case 6
116000,159,116000,0.1,53,0.008265,180,180,170,170,40,34.99556,81.155468,25,0.00615,0.149078,0.844773,-83708.63085,25132.47688,28065.71388,6.470507,9.562565,0.615165,7.254184,88.188667,0.23766,Case 7
122000,159,122000,0.1,53,0.00802,180,180,170,170,40,35.00001,80.715814,25,0.005731,0.14914,0.845128,-89911.85228,25057.27177,28055.88555,6.457695,9.568143,0.596533,7.288965,89.164389,0.261019,Case 8
128000,159,128000,0.1,53,0.008018,180,180,170,170,40,34.996503,80.148486,25,0.005726,0.149141,0.845133,-95645.76815,25057.36367,28207.8876,6.475111,9.568238,0.596426,7.296196,89.231558,0.284952,Case 9
134000,159,134000,0.1,53,0.00759,180,180,170,170,40,35.009635,79.745632,25,0.005073,0.149239,0.845688,-101867.1303,24947.12178,28220.00006,6.461162,9.576635,0.564083,7.296023,90.057995,0.307885,Case 10
140000,159,140000,0.1,53,0.00759,180,180,170,170,40,35.001913,79.197228,25,0.005093,0.149236,0.845671,-107691.9166,24963.92551,28352.38944,6.478394,9.576154,0.564114,7.310846,90.163106,0.331822,Case 11
146000,159,146000,0.1,53,0.007495,180,180,170,170,40,35.001949,78.728149,25,0.004934,0.14926,0.845806,-113625.7683,24938.87954,28415.51727,6.48187,9.578205,0.556944,7.319971,90.481703,0.355536,Case 12
152000,159,152000,0.1,53,0.007407,180,180,170,170,40,35.002721,78.295947,25,0.004783,0.149283,0.845935,-119640.6943,24915.03723,28422.98093,6.478767,9.580144,0.550286,7.327431,90.779027,0.379266,Case 13
158000,159,158000,0.1,53,0.007333,180,180,170,170,40,35.002007,77.837538,25,0.004655,0.149302,0.846044,-125571.1625,24896.17826,28498.7305,6.484742,9.581777,0.544707,7.336182,91.048797,0.403029,Case 14
164000,159,164000,0.1,53,0.007277,180,180,170,170,40,35.002836,77.426538,25,0.00452,0.149322,0.846158,-131582.0046,24850.49374,28522.76039,6.481329,9.583877,0.540463,7.339935,91.300383,0.426834,Case 15
170000,159,170000,0.1,53,0.007206,180,180,170,170,40,35.002269,76.989879,25,0.004396,0.149341,0.846263,-137510.42,24834.83687,28591.56273,6.48701,9.585407,0.535086,7.34435,91.513191,0.450603,Case 16
176000,159,176000,0.1,53,0.007146,180,180,170,170,40,35.002847,76.619058,25,0.004297,0.149356,0.846348,-143541.6915,24842.74515,28557.85382,6.482865,9.586338,0.530642,7.352818,91.75857,0.474402,Case 17
182000,159,182000,0.1,53,0.006996,180,180,170,170,40,35.00389,76.214423,25,0.004079,0.149388,0.846532,-149584.9718,24826.18563,28495.49331,6.472462,9.588855,0.519351,7.341912,91.934706,0.497988,Case 18
188000,159,188000,0.1,53,0.007029,180,180,170,170,40,35.00449,75.827702,25,0.004097,0.149385,0.846518,-155530.2911,24810.85343,28532.92905,6.474551,9.588913,0.521819,7.351833,92.061079,0.522,Case 19
194000,159,194000,0.1,53,0.006948,180,180,170,170,40,35.003913,75.444445,25,0.003945,0.149408,0.846647,-161664.8601,24799.89605,28515.02353,6.470345,9.590633,0.515711,7.352988,92.285034,0.545747,Case 20
200000,159,200000,0.1,53,0.00689,180,180,170,170,40,35.004136,75.04744,25,0.0039,0.149415,0.846685,-167384.8399,24814.73218,28666.92137,6.489822,9.590902,0.511429,7.381862,92.618898,0.569551,Case 21
