Inputs - A2:,Outputs - A1:,Outputs - A2:,Outputs - A3:,Outputs - A4:,Outputs - A5:,Outputs - A6:,Outputs - A7:,Outputs - A8:,Outputs - A9:,Outputs - A10:,Outputs - A11:,Outputs - A12:,Outputs - A13:,Outputs - A14:,Outputs - A15:,Outputs - A16:,Outputs - A17:,Outputs - A18:,Outputs - A19:,Outputs - A20:,Outputs - A21:,Outputs - A22:,Outputs - A23:,Outputs - A24:,Outputs - A25:,State
,kg/h,kJ/h,,kg/h,,kPa,kPa,kPa,kPa,C,C,C,C,,,,kJ/h,kJ/h,kJ/h,kJ/h,kJ/h,kg/h,kg/h,%,,
80000,276,80000,0.1,92,0.019863,180,180,170,170,40,34.99889,88.016862,25,0.013287,0.148007,0.838706,-28398.36531,46802.9426,43568.88424,11.101349,16.440355,2.605085,11.061078,75.124159,-0.023946,Case 1
86000,276,86000,0.1,92,0.017725,180,180,170,170,40,35.010813,87.621652,25,0.011407,0.148289,0.840304,-34484.50099,46140.72828,44574.73846,11.123777,16.481134,2.317935,11.330627,78.190069,-0.008912,Case 2
92000,276,92000,0.1,92,0.017735,180,180,170,170,40,35.00347,87.26536,25,0.011516,0.148273,0.840212,-39858.85847,46244.0698,44548.13424,11.122789,16.477851,2.319685,11.378058,78.377035,0.015079,Case 3
98000,276,98000,0.1,92,0.016979,180,180,170,170,40,35.003877,86.865412,25,0.010755,0.148387,0.840858,-45591.83363,45974.30925,45023.92146,11.137447,16.494733,2.21827,11.432017,79.347444,0.035871,Case 4
104000,276,104000,0.1,92,0.016054,180,180,170,170,40,35.012044,86.508361,25,0.009811,0.148528,0.841661,-51680.63755,45659.31135,45481.98592,11.144069,16.515346,2.094568,11.577897,81.134664,0.055973,Case 5
110000,276,110000,0.1,92,0.015854,180,180,170,170,40,35.009319,86.141225,25,0.009527,0.148571,0.841902,-57204.47369,45545.04408,45723.13627,11.152505,16.522095,2.067489,11.600221,81.58945,0.079069,Case 6
116000,276,116000,0.1,92,0.015782,180,180,170,170,40,35.003236,85.768417,25,0.009509,0.148574,0.841918,-62834.92549,45575.42835,45776.5265,11.156874,16.521919,2.058127,11.630504,81.789254,0.102715,Case 7
122000,276,122000,0.1,92,0.015348,180,180,170,170,40,35.00633,85.415659,25,0.009041,0.148644,0.842315,-68708.48855,45404.79913,46065.2714,11.165001,16.532417,2.000118,11.700639,82.695289,0.124853,Case 8
128000,276,128000,0.1,92,0.014906,180,180,170,170,40,35.01067,85.095856,25,0.008483,0.148728,0.84279,-74764.91029,45223.16235,46259.9668,11.161135,16.54463,1.941051,11.702706,83.289186,0.146958,Case 9
134000,276,134000,0.1,92,0.014776,180,180,170,170,40,35.007181,84.75305,25,0.008322,0.148752,0.842926,-80250.72501,45179.00961,46412.86762,11.170421,16.548195,1.923747,11.722577,83.594402,0.170358,Case 10
140000,276,140000,0.1,92,0.014639,180,180,170,170,40,35.002339,84.364401,25,0.008212,0.148768,0.84302,-86145.42729,45185.02706,46539.99644,11.182406,16.550017,1.905732,11.745513,83.594402,0.193736,Case 11
146000,276,140000,0.1,92,0.014639,180,180,170,170,40,35.002339,84.364401,25,0.008212,0.148768,0.84302,-86145.42729,45185.02706,46539.99644,11.182406,16.550017,1.905732,11.745513,83.594402,0.193736,Case 12
152000,276,152000,0.1,92,0.014062,180,180,170,170,40,35.014247,83.74076,25,0.00752,0.148872,0.843608,-98358.31616,44976.56522,46741.0761,11.172626,16.564858,1.828947,11.852614,85.313743,0.239228,Case 13
158000,276,158000,0.1,92,0.014007,180,180,170,170,40,35.007262,83.363513,25,0.007383,0.148893,0.843725,-103919.2168,44912.74159,47008.46582,11.194802,16.568388,1.82136,11.865292,85.571769,0.262929,Case 14
164000,276,164000,0.1,92,0.013832,180,180,170,170,40,35.008007,83.042733,25,0.007158,0.148926,0.843916,-110161.7509,44850.12001,47068.36603,11.191409,16.5732,1.798168,11.88109,85.934999,0.286146,Case 15
170000,276,170000,0.1,92,0.013678,180,180,170,170,40,35.007426,82.725549,25,0.006969,0.148955,0.844077,-116010.9668,44804.60535,47162.16441,11.194591,16.577136,1.777621,11.893768,86.229098,0.309445,Case 16
176000,276,176000,0.1,92,0.013543,180,180,170,170,40,35.007023,82.413766,25,0.006795,0.148981,0.844224,-121711.8744,44760.68254,47271.6885,11.200096,16.580797,1.75979,11.906598,86.513912,0.332829,Case 17
182000,276,182000,0.1,92,0.013509,180,180,170,170,40,35.000889,82.088053,25,0.006797,0.14898,0.844222,-127481.1935,44803.72535,47300.00693,11.206804,16.580174,1.755415,11.904828,86.474408,0.356629,Case 18
188000,276,188000,0.1,92,0.013374,180,180,170,170,40,35.001751,81.790906,25,0.006611,0.149008,0.844381,-133648.8925,44750.71353,47339.29049,11.202963,16.584188,1.737451,11.912274,86.750896,0.380008,Case 19
194000,276,194000,0.1,92,0.013276,180,180,170,170,40,35.00163,81.484965,25,0.006478,0.149028,0.844494,-139529.2292,44716.05031,47424.67175,11.206948,16.587012,1.724476,11.935427,87.069861,0.403542,Case 20
200000,276,200000,0.1,92,0.013193,180,180,170,170,40,35.001151,81.177585,25,0.006365,0.149045,0.84459,-145288.0695,44689.12298,47536.06259,11.215148,16.589378,1.713445,11.961953,87.389671,0.427137,Case 21
